comment,entity_list
yabancı muhtemelen alıyorum durum numaramı geçirmiş çözemed ediyor sms şirketleri müşteri başlayan numaralardan devam ilgili i̇le kullanıcısıyım almaktan konuyla cep hizmetlerini farklı sürekli senedir devamlı bıktım bir değişen vodafone ele bahis aradım,"['vodafone', 'bahis']"
kaldı süre bitmesine fiyat taahhüdümün bir tlye tarifem teklif ediliyor fahiş artışını kısa mevcutta kullandığım kabul tl uygun,[]
bulunamadı çalışmamızın operatör üzerinden alıyorum kalmaz giriş ederse çalıştığım para devam hizmetiniz anlamı öncelikle erişmeye bankacılık mobil sizinle yetersiz gerçekleştirebiliyorum hatası uygulamaya sisteminiz yapabiliyorum google transferi bir sorunlar,['google transferi']
ben işini sevmiyor yok veriyor mesajı geçiş başvuruda hikmetse kurye tamamdı müşteri birçok ara arıyorlar bırakıyorum vodafonea arayan talep dedi bekliyor arkadaş sizi hizmetlerini beni herhalde anında kişi online aramadı aradım ancak ararım yapacaktım,['vodafonea']
yüksek yok tarife hizmetleriyle süredir yeni müşterisiyim veren imkanların aboneleri kesinlikle eski çıkılmıyor kıymet müşteri yaptığım miktarda konuşmalarda keşke yıldan abonelere sahip istiyorlar yenilemek altı sunulan uzun vodafone sunulsa ta umursayan,['vodafone']
baz neredeyse noktalarda şebeke bölgesinde bile kirme oysa aydır karaağaç mevki sorun yaklaşık böyle mobil fethiye yakın görülebiliyor telefonlar mevcut gözle telekom mahallesi yaşanmaktadır çekmiyor istasyonlarına ilçesinin bir türk sokak sorunu ancak iki,['telekom']
depozito operatör adı ödeme alıyor birini altında sonuca kredi müşteri bilmeyen sene konuşup böyle komisyon konuşmayı yaşamaktayım varamadım hizmetlerine akbank bankalarda aynı kartı diğer bir sorunu koymuşlar alınmazken bilgisayardan türkçe aidat,['akbank']
adım ol taşındığım yeni internet çare iletişime bakıyor var olan şebeke açık bile son ilgili i̇stanbulda camın geçtiğim sokağa hattım konuyla binanın yılında hiçbir üstelik halde atılmadı mağduriyeti hatta önünden çekmiyor evde önü vodafone yaşıyorum,['vodafone']
telefonda eşleştirmiş imei desteği altına şahsi sim hattı yer çift samsung nisan numarasını telefon yurt dışından numaram harçlarını s almış telekom şirket oper olduğu hat ödeyerek ultra türk alan almıştım turkcell kayıt iki cihazım,"['samsung', 'telekom', 'ultra türk', 'turkcell']"
yüksek operatör faturamın yıllardır sayın fakat son yetkili fatura dönem gelmesi içinde oyalaması dönemlerde merkezinin müşterisi gayet çağrı kullanmaktan sürekli aynı tl şirketi olarak giderilememesi uzun mağduriyetin v memnundum faturaların olduğum edilmesi vodafoneu,"['yüksek operatör', 'vodafoneu']"
yüksek itiyor interneti değmiyor paketin sunuyor zaten rakamlar müşterisiyim yıllardır önerilen inanılmaz olan size ek hafta yaklaşık ihtiyacınız hizmete sizi ödediğim fiyata tutar almaya kullanmış aldığım gb nede paket uzun bitiyor paketlerde ları turkcell olduğum dolmadan,['turkcell']
i̇nternet numaralar taahhüdünüz üzerinden yapıldığını bittiği internet tekrar ses belirtmeme bitti sonunda arandım defalarca taahhüdümün istemediğimi digiturk yapılan aramalarının kayıttan farklı tarafından aranmak telefondan açtığımda öğrendim bir rağmen telefonu numaralı,['digiturk']
varmış yaptık kullanıyorum internet sim bağlantı cihaz şebeke fakat operatörde bile dedikleri alabiliyor yine t mi sorun çözülmedi gerçekten kuramıyorum kart alamadım aynı olumlu başka bir ayarlarını e sonuç sorunu yaşıyorum ancak g,['sonuç']
bulunamadı plakalı operatör çalışıyorlarmış eve çalıştığımda ürün aldım size gelmeden ikeadan takip araçla not telefonla firması gelen otomatik een bey olarak adreste ulaşmaya arvato numarası düşüyor h kargo iki oldu alıcı,['ikeadan']
iptal bulunmamaktadır operatör emeklilik sistemi etmek yerine bireysel istiyorum fakat müşteri yapamıyorum canlı hizmetlerinde t bulunuyor otomatik no c ürününüz hizmetlerini diyor sesli işlem yanıt bes şirketimizde kimlik başka bir e girince arıyorum bunun,"['emeklilik sistemi', 'ürününüz']"
sonucunda fiyatları kazananlara halk saçmalığa dur pahalı katından teklifler birleriyle be kat bize bütün fiyatlar aşırı kadar seçtiklerimizi istiyorlar olarak indirim yapacağınıza taahhüdüm diyecek fazlasını fazla bizim yıllık bir anlaşmış operatörler verilen,[]
operatör gündür açın erişime önce rağmen hesaplarımı kredi kapattı ücretleri erişemiyorum sanırım kapatacağım mobilden yurt dışından erişimi ekstra lütfen ulaşmama an akbank ödeyerek hesabıma hesaplarıma yıllık kendilerine bıraktı dışında kartı bir halen mağdur,['akbank']
hattımın yanıltan yüksek operatör faturamın getirmeme belirterek tekrar ötürü hala dile servisinden yanlış yazılmasından faturada arayan geçen yenilenmesi telekom şirketi olarak beni artış arayıp herhangi bir türk sorunu gsm rağmen olmayacağını firma,"['dile servisinden', 'yenilenmesi telekom']"
değişikliği operatör zaman ödeme gelmiyor değişmedi gerçekleştiremiyorum sms fakat alamıyorum aracılığıyla yapmak güvenlik numaram kod güvenli doğru doğrulama bir yaptım online alışveriş kodu istediğim ancak,['alışveriş']
yüksek sordu internet isteyip sorduğun paketimi arandım süresinin sıralarında müşteri fatura istemediğimi dolduğunu olduğunu gelmemesi kullanmak hizmetlerinden arayan kadar eylül tarafından hat paketimin istediğimi saat kişi günü turkcell yenilemek numaralı,['turkcell']
kullanırken problem iletişimimi uzun zamana vodafone kadar yaşamadım yerde hiçbir çekiyor kesintisi yıllardır merhabalar kullanıcısıyım,"['vodafone', 'merhabalar']"
kasım operatör gerçekleştirmemiştir içerisinde geçişimizi geçiş istediğinde süreç sonlandığını operatörde hala taahhüdümün başvurusunu yapmış yapmak tek ulaşım firmasi olarak itibariyle defala istediğimi taraflı başka bir turknet onlar olduğum firmaya bunun gerçekleşmiştir,['turknet']
hat senedir sonunda ayda operatör bitmesi taahhüt sürem vodafone normalde yedi faturam değiştirdim şubat idi ayı tl kullanmaktayım,['vodafone']
çözülmesi kendine soruna dakikalarca var sonunda kapanıyor müşteri ilgili fatura numarasını sorunun sorun kurum ödeyip çözüm i̇nternetle yönlendirip istiyor yaşadığım hiçbir kullanamıyorum başka kendi bir yere aradım hizmetleri olmayacaksa i̇nterneti,[]
kartımın operatör teslim bulunamamaktadır alıyorum yeni telefonu sonra önce tekrar aldım giriş değiştirdikten hesap açmak telefon gittim oldum hafta maaş mobil yapamaz cep cihazımı lütfen uyarısı tarafından i̇ki uygulamaya deneyiniz bugün şubeye açtırdım bilginiz halkbank hesabı,"['maaş mobil yapamaz', 'halkbank']"
kargoya geldi markanın bittiği internet benim aldım sitesinden gönd tükenmiş resmi zamanında satın mi hemen model görünüyordu siteye verdiler charlotte farklı seçtiğim aldığım charming yollamışlar baktım bir isimli kolye değil ancak girip,[]
karşılaşıyorum teslim yapı op verilmiş kredi bulunduğum bile kartım kapım muhatap karşın adresimin kuryeyi banka ulaşmamıştır çalınmadı doğru hiçbir sürekli tarafından olamıyor tl olarak operatörle evde kimseyle olmasına evime tarafıma aradığımda edilmesi rağmen kuryenete,[]
küçük kafalarına ücreti geldi operatör yapıyor belli fahiş gelecek olan bile sene olacak yazın kadar faturasız sürekli şubat göre tl itibariyle ayda hat paket devlet bimcell bir denetlemiyor geçmeden firmaları değil zam yüzde,['bimcell']
tarihine ettim operatör kargoyla kartın aralık elime yeni aranma ü sim kabul onaylayarak işlemlerden söylendiği müşteri geç eşimin hattımı geçeceği aranmadım vodafonea arayan değişimi kadar halde temsilcisi paketi taşımak bir vodafone yaptım online davetiyle başvurusu halen,"['vodafonea', 'halde', 'vodafone']"
hattımın çözülü yok operatör üzerinden gelmiyor doldurmamı bildirim müşteri söylediler ilgili durumda telefon sorun uygulaması arayarak kod mobil görüştüm hizmetlerini hiçbir formunu bugün söylendi gerektiği görüşmem herhangi operatörü bir aradım hani passolig olmadığı,['passolig']
oğlumu iptal okuldan merkezinden operatör ikinci burası ödemelerini franchising yatırdığımız anlatıldığı kayıtta çocuğu sanırım yapmaya aydır devam vermiyorlar hafta kolejine çıkmadı paraları güzelbahçe kaydettirdim banka hiçbir aldık koleji etmiyorlar geri iki ediyoruz doğa,[]
bekliyorum ben kullanacağım takar operatör geldi vodafonedan dün geçiş telekoma aldım desteğinizi mesaj a ayrıca süreç fakat hala kartım aldığımda be konuda lakin yardımınızı söylendi olmadı kullanamıyorum bir yaptım türk denildiği zorlandığım değişikliğini takmaz,"['vodafonedan', 'telekoma', 'yaptım türk denildiği']"
varmış operatör baz eve demirtaş internet benim bursa yaşadım var çalışıyorum defalarca olsa görüşmeler sorun asla caddesi gelen cumhuriyet erişim öyl herkesin problemi evden istasyonunda değiştireceğim mahallesi sesli fazla bir vodafone yapılmıyor aradım ancak sadece,['vodafone']
sabah i̇nternet ilk merhaba vodafonedan biteceğine hizmeti yenilendiğini dan taahhüdümün işlemi yaptığım tarihi tarihinde belirttiğimde bilgilendirme temsilci aldığım aramada beni itibaren dair başka öğrendim yapmadığımı bir almıştım itibarıyla bocaladı,['vodafonedan']
zaman faturam yaptık mantık oluyordu artı fiyattan diyorlar oluyor olan size vergiler veremeyiz t aradılar tarifem bitecekken lira aynı tl indirim ocakta taahhüdüm ahlak arıyorsunuz dahil türk zam resmen kasımda,[]
zor inceleme ilettiğim gözüküyor yıllar internet hâlâ burada geçtim şart yardımcı personelleri defalarca bile ilgili ayları yapmaları çekim asla gelen dedi olmuyor halde sürecek i̇ki çekmez yapılandırma çekmiyor evde düşük kendilerine bir vodafone sorunu ban g çekmeme,"['vodafone', 'ban g']"
kargoyu km operatör geldi mark başkasının dakika şubeden almak web cevap seferinde adresine göndermişler gittim verdim üründen i bekliyor adet çeşitli mal hatta sitesinde sipariş veremediler anlaşılır bir siparişlerimi yol paul aradım kargo sadece,[]
btk operatör değişecek baz üzerinden hatay sonra gücünün hattın yaşadığımız dörtyolda zayıf ediyorum kopmalar zayıfladı istasyonu çekim ikamet yönünde depreminden bakım gücü telekom şubat kullandığım yapılacak olduğu kayıtları arıza türk açtırdım,['btk']
operatör gündür şeklinde alıyorum gönderilen ödeme bankayla giriş hiçbirini transfer yapamıyorum bulunamamıştır mobil görüşmeme cep çözemediler üç bankacılığına sürekli tarafından lütfen çözün bir kaç numarası sörünü sorunu uyarı rağmen telefonu,['bankacılığına']
tcl çocuk interneti destek türkiye operatör içerisinde merhaba piyasasına görüşmede çalışmaları yeni verilecek yıl hattının müşteri takip devam tahsis entegrasyon çalışmıyor yaptığım kullanmak netgsm verildi temsilcisi aldığım marka bilgisi saatinde etmekte bir üretici firma,['tcl çocuk interneti']
kullanımlarımın düşürmüşler şimdi geçeceğim yapılmazsa kampanyasını operatöre kontrat bana yenileyim hemen gösteriyordu yakın görünüyor aşağı gblık tl özel paket yarın bitmesine başka baktım bende turkcell demiştim gb mega,['turkcell']
kartımın hayatımda gündür askıya geçirirken müşterilerim fiziksel üzerinde çıkarılmadı hala askıdan opera esimde işimde hattımı ulaşamıyor kullanabiliyorum hattım böyle bana numaram nedeniyle simde telekom an yazılı aksaklıklar bir aksaklık alındı türk yaşıyorum esime,['simde telekom']
yok gündür sıfır ödeme günün üçdört şekilde satış konu para kimseye müşteri ilgili memnuniyeti kazanma önermiyorum olduğunda sorun yaklaşık yardım düzenli hiçbir işlemleriyle yönelik çalışıyorlar olarak eden ararlar vodafone yaşıyorum uğraşıyorum kazanmaya ancak sadece saati,['vodafone']
konusunda operatör üzerinden verme iptalini başvuru sıkıntı durum bağlantı oluşturuyor istiyorum fakat kimseye ulaşamıyorum sıkıcı onay yolları durumda evrak işlemleri edevlet can gerçekten yorucu kadar gerçekleştirmek uzun bir olmanız yaşıyorum ulaşılamaz,['edevlet']
hattımın değişikliği operatör geldi başvuru ödeme ay sonra sim şekilde gelmesini gelmedi istiyorum hala kartım kurye müşteri hattım hemen hizmetlerine yoktum adreste anda hat diğer yaptım zamlı yapıyorum oldu,[]
hattımın küçük ulaşamıyoruz yüksek ücreti acil tarife veririm benim özellikle zayıf arama var bile yaptırmıyor oynatmıyor olsa youtubedan hattı çocuğumuz eşimin kuvveti çekim üstüne dahi lira halde hak ödüyoruz fazla kalitede etmediğimiz bir vodafone video turk p,"['vodafone', 'turk p']"
değişikliği onun tarife üzerinden istedim yanımda ekranda görsellerde işlemi gerçekleştirdik uygulaması yapmak bana birlikte yansıdı çeki gösteri lira yapıldığında hediye anında verileceği ekrana vodafone kodu ancak belirtiliyordu arkadaşımla,['vodafone']
gitmeme yaparken konuşma başladım batarya i̇ ay önce olayı burada ses üzerinde olan yaşamadan yapar karşı yaşamaya gürgeçler telefon mağazanıza hafta yaklaşık değişimi iphone problemi telefonumu anda telefonumda bırakmıştım gaziemir bir i̇zmir biriyle gb tarafa,[]
onayım değiştirdi tarifemi sorunum tarihinde farkına şikayet çözülmedi aralık ayında vodafone açtırdım kaydı olmadan hâlâ varıp a,['vodafone']
denildikten değişikliği operatör yaparken sordum sonra aksi kullanıcılarını ediyor yansıtıldı fakat etmeye son devam olduğunu ttnet cayma bana mobil pişman kadar bedeli olduğu tl söylendi olarak hat faturama bedelinin mağdur takdirde,['ttnet']
operatör i̇nternet bedelini sonra benim den bağladıktan adına müşteri aboneliği ilettiler olduğunu kayıtlı cayma bana aradılar aradı farklı temsilcisi kardeşim beni superonline evde bir söylememe turkcell karşılayacaklarını i̇nterneti rağmen,"['superonline', 'turkcell']"
sürede operatör teslim yapamayacağını beyin ürünleri hattının olsa bile söylemeyen etti müşteri haklı restoran soğuk olduğunu t memnuniyetsizli iadesi siparişi kadar sahibi ürünlerin yenilemeyecek sipariş belirtmiştir bir telefonlarını kısa açan soyadını,[]
operatör sıkıntılı ödeme zamanda yapmadı rağmen aldı evraklar dilekçeleri defalarca hala yazıklar diyorum ayı istedikleri olsun aylardır değiştiriyorum gerçekten ağustos aramama bir vodafone faturamı tamamlamama kısa hesabımdan iki,['vodafone']
kafalarına yapıyor paketine yıl şekilde sonunda taahhütlü sene oldum senenin abone olacak geçen göre tarifeye bir vodafone zam gb,['vodafone']
tarifeye telsiz geçen fiyat yapıyor taahhüt geçerken ilk vodafone fahiş artışı fiyatında sene kullandığım geçtim tl,['vodafone']
ben yok değişikliği operatör görüştüğümde olmadığını hizmetleriyle giriş sms hala müşteri yapamıyorum gittiği güncellemelerinin yaptığım sorun yaklaşık numaraya bununla haftadır hiçbir işlem söylüyorlar muhatabım hesabıma diğer bir numara param uğraşıyorum,[]
aralık içerisinde hakkında sonra geçiş aldım arasından hatlarıma arandım yapılmasına müşteri kurye onay bilgi aracılığıyla ayı yaklaşık hizmetlerinden tarifeler verdim telekom merhabalar sunulan operatöründen hatlarımın kendi vodafone türk gün operatörüne olanları seçerek uygun,"['telekom', 'vodafone türk gün']"
ben normal yok tarife yapıyor fiyatları istemiyorum ödemek yıllardır yanımda geçebileceğim diyorlar istiyorum operatöre kullanıcısıyım geldiği artık uygulamasından değiştirmek orada bir vodafone halledebilirsiniz zam ancak bunun,['vodafone']
interneti yavaşlamaması zaman modemi ay internet önce aldım değişmedi fakat müşteri kullanamadım açmam memnuniyetle mbps güncelleme kapatıp dörtbeş bağlattım yapıldı hizmetlerini hiçbir uyguladığım halde söylendi hızının hizmetini paket superonline sonuç aradım turkcell ancak,"['superonline', 'turkcell']"
değişikliği tarife u verişi ürün yanımda ekranda kalıyor yapacağım uygulaması max alış pro açılmıyor yapacak kırmızı telefonumdan vodafone i̇phone,"['alış pro', 'vodafone i̇phone']"
iptal talebini ilettiğim iptalden ayında şikayetçiyim talebinden üzerinden almamalarından sonra millenicoma benim ediyor kulla tahsilat nisan yaptıkları işleme üzerine iptalimi yazan işlemem iddia talebim vazgeçildiğini aldıklarını devlet almayıp i̇ptal bir e firma,['millenicoma']
iptal yapılmadı firmadan kasa cihazımdaki ay sim kapalı pos var diğerini etti yapan arefe b kullanıyordum i̇lgili hiçbir yazar adet cihazımın bilgilendirme kullanmadım haber bozulunca arıza kartı vermeden tarafıma günü uyarı ingenico olunca cihazım,"['sim kapalı', 'arefe b', 'ingenico']"
kartımın değişikliği operatör ücreti değişikliğinde merhaba ödemediğimi üzerinden iletileceğini önce yaparak telekoma geçtim belirtmek müşteri işlemler kurye böyle i isterim tarafından telekom bilgilendirme söyledi almadığımı başka bir türk online hizmetleri,['türk online hizmetleri']
şifre operatör üzerinden mümkün yerine almak merkezini getirerek müşteri kullanıyor hattımı i̇letişim ulaşmak isted arayarak s farklı kapatmak yazıp olmadı temsilcisine istediğimi belirttim bir olmama vodafone talimatları numarasına ancak rağmen,"['farklı', 'vodafone talimatları']"
ben operatör merhaba teslim üzerinden sonra sim geçiş kaldım hala kurye etti dolduğu türlü yapamadım hattımı sürem geçemedim vodafonea geçti tarihinde taahhüt kadar halde bugün başvurumun vur başvurdum kartı taşımak diğer bir vodafone gün,"['vodafonea', 'vodafone']"
sıkıntılar i̇nternet şehrin internet kırsal bin hizmetinde özellikle altyapısı ortasında vodafoneun ilgili aydır aylık yaklaşık b yeterli hizmet beklediğim dahi olarak tllik faturalar düzeyde ödememe vermiyor vodafone değil yaşıyorum sorunlar rağmen kalitesi,"['vodafoneun', 'vodafone']"
değiştirelim ben müşteriyiz operatör geçer etmek yenileyemiyorum eski eşim istiyorum müşteri yıla devam diyorum öyle tarifemi yakın i̇stiyorlar yapıp mevcut dalga tanımıyor abonelere faturalı maalesef hizmetlerine muamele tarifeme kullandık ayrıcalık bir vodafone,['vodafone']
gitti operatör çevirdim koymadı dönemde blokesi sonra müşterisiyim yapı şekilde sim tekrar kredi sıfırladıktan hattımı uygulaması firmasına banka geçen yakın netgsm kullandığım telefonumu olarak herhangi sıfırladığım bir vodafone gün bende ancak numaralı bankasının,"['vodafone', 'bankasının']"
operatör voda kötü yıl olmuş yaşadığımız internetimiz insanlar şaka çankayanın katta kullanıyor hattımı telefon bakar internetimi vodafonea duruma taşıdığıma kadar gidiyor sürekli ev çekmiyor bizim gibisin mısınız bir vodafone olamaz göbeğinde pişmanım g,['vodafone']
ücreti çözümünün süredir op kullanıcısıydım iletişime yansıtıldı nezaketsizlik geçtiğimde ancak sorunun belirtildi çözümsüzlük çözüm turkcellde tarafından bilgilendirme kapama hat herhangi sebebiyle açma uzun bir yapılmadan turkcell sunulmadı olmadığı,"['turkcellde', 'turkcell']"
aradığımız meğer şeklinde paketini medya kullanmakta den yapmadan fiyatı müşteri aydır sorun telekomda sosyal öğreniyoruz değiştirebiliyormuş hizmetlerinden sınırsız otomatik çıkarılmış tlye almış bunu bilgilendirme operatörümüz tl yenileme bulunuyordum başka bir türk olduğum,"['medya', 'telekomda']"
edilmesini değişikliği operatör iptalini benim gönderildi ediyorum kaldım istiyorum fatura yapmak cayma talep bize bedeli mem faturanın kaynaklanan olarak adıma şebekenizden durumun kazançtır haksız bir i̇ptal anlamıyorum yükletildiğini zorunda,['edilmesini']
mart hattını talimatım bulunmakta otomatik uzun gecikme vodafone yıldan süredir kullanıyorum ödeme faturalı ödemelerimde yaşanmadı te,"['hattını', 'vodafone']"
diyerek operatör bilgilerimi sistem bileti istedim önce tuşladığım sitesinden kredi resmi devam olduklarını tuşlamamı sorun söyleyen edin iptalimi bilgilerini kart halde thy istediğimi gerçekleştirmek acentası kartı uçak benimle wwwaloseyahatcom algılamadı istedi,"['resmi', 'thy']"
denesekte yöntemleri i̇nternetten cihazlarımızı gücüne durum kemalpaşa nedeni yine sorunları sorunun çekim açıp çözümü mobil iletişim sahip aynı kapıyoruz operatörü aksatıyor diğer vodafone işlerimizi organize i̇zmir sonuç,['vodafone']
tarihine ettim kasım faturasını payguru ödeme arasında fark olan müşteri yine farkla nisan kanalı görüştüm ödediğimi kadar adını cepte tl duymadığım fazla eğlen tarihinden bir annemin vodafone değişen hizmetleri,['vodafone']
anlamadım operatör kapalıydı istemiyorum ödemek ödeme yansıtıldı yanlışlıkla elinde faturalıya vs böyle mobil hattıma keşke yansıtılmış geçmeseydim an olduğu tllik ücret mağduruyum onaylanmış bir faturayı pişmanım çocukların onu oyun,[]
iptal babamdan yoluyla operatör ilk ulaşılamıyor hatıra ait kalan telekoma mesaj bayiler arama deneyim pişmanlıktan edilmiş göstermiyor hattım çağrı merkezi faturasız yaşadığım ilgi tarafından verilmeden konuya haber başka bir türk hi sorumsuz numaralı,['türk hi sorumsuz']
senelik faturamın taahhüdün kontrol bağlanmak yenilendiğini sms aradığını gördüm ilettiğini müşteri ilgili ulaşamadıkları olduğunu bana taahhütü otomatik ettiğimde sürekli telekom bugün tl hizmetlerine olarak istediğimde li belirtti bir türk numaradan ancak yenilemek,['telekom']
iptal hizmetlerindeki hanım ettiğim başladım geçip me sonra işlevsiz önce tekrar üzerinde müşteri uğraşlardan işlemi buradan mesajları gerçekleştirmedi tobi işlemin ulaştım efendi tür uygulamayı hizmetlerine almaya uzun söyleyerek denilen gerçekleşmediğini hizmetleri,['tobi']
operatör eder buna üzerinden yansıtmış karşılığı limited faturaya bilgimiz aklım fatura giderilmesini böyle mobil kocaman adet d miles faturalı tutarımızın tutarı tl almıyor tenezzül lik harcama hat olabilir mağduriyetimizin onayımız bir dışında vodafone mega,"['d miles', 'vodafone mega']"
modem sözleşmeleri bıraktıklar başta modemi millenicoma hızlı geçiş hataya müşteri ilgili olduğunu böyle yazıyorum sağlayacaklar turknetten yapacağımız düşmeyesiniz konuşan geçişi arkadaşlar temsilcisine bildirdim bir süreci gün talebimin ertesi,['turknetten']
adım operatör acil fiyatın belirtilmiş ederken paketini benim internet yıllardır yetkililerden üzerinde olan fiyat görünmeye devam günler çıktığı alıyordum bana konuda gelen iyi tlye kullandığım tl herkese olarak genç murat uzun mesajda bir bimcellin ancak gb,['bimcellin']
operatörüyüm tarifeyle taahhüt tarifenin vodafone olduğu devam bittiği edersem mesajını öderken olmuş aldım aynı tl uygun,['vodafone']
istasyonlarını operatör meydana baz gidermiyorlar sekiz zararlar dökülüy ediyorum geliyor sızıntıları su evimde üstünde zararı kaldırmalarını nedeniyle talep bulunmakta bütün atarak tavanları dairemin kaynaklanan yıldır sorumlulukları evimin birbirlerine bunlardan karşılamalarını,[]
konusunda bedelini mağduriyet faturam şekilde yaşıyoruz değiştirdiğiniz vermiyorsunuz değiştiriyorsunuz almıyorsunuz onay bilgi fatura ayı tlden istediğiniz artışı hiçbir verilmeden almadan tutarı tl olarak anda bir vermeden vodafone,['vodafone']
hattımın kasım kuryesi aralık telekomun ay telekomdan aldım olan anlaşmalı taahhütlü taahhüdümün tarifesini satın k mobil nedeniyle tarihinde özgür nt dijital faturalı olarak bitmesi sipariş vodafone türk numarası gb numaralı,"['aralık telekomun', 'ay telekomdan', 'mobil', 'nt dijital', 'vodafone türk']"
anda taahhüdüm bitmek yıllık bir tlye vodafone haklarım fatura kullanım üstelik müşterisiyim öderken an artmadan tl çıkıyor üzere,['vodafone']
merhaba sonra istedim önce sonr işlemlerden başvuruda kurye hattımı getirdi hafta bulundum vodafonea bana kartımı taşımak bir gün online iki,['vodafonea']
ulaşamıyoruz iptal yok operatör şimdi tane sonra önce şikayet hizmeti ayrıca para dönmemiş koyun müşteri cevap operatöre siparişi azından herkes verdim hiçbir i̇ki geri mail ettiniz sipariş etmiş bir saat gün biçim atıyoruz,[]
geçe sunulan tarifemi tarifeye tarihinde olmazsa tarife müşteri merhaba güzelmiş hizmetlerini aradım değiştirmek,[]
yüksek tarife tarifeden adı gönderdiler sonra geçirmiş telekoma geçtim altında ediyorum iken olan fatura bedelin müşterisi bana i̇ndirim yapmadığım talep oldukları yansıyan tutarlı faturama fazla kendilerine vodafone gün geçirip türk öde seçeneği faturayı incelenmesini uygun,"['geçirmiş telekoma', 'vodafone', 'öde']"
kulla kafalarına hoş tarifeyi yenilemiş yükseltmiş vodafone bunu fiyata fahiş etmeden sormadan yapmaları değil şekilde yıllardır kabul göre,['vodafone']
ücreti yeni mesajı ay ödeyemeyeceğimi geçiş aldım yaptığımda müşteri pahalı aydır nedeni istemediğimi yaklaşık yapmak böyle olması liralık tarifelerin döneme lira tarafından temsilcisini biteceği olacağı arayıp tarifemin ediliyorum bir vodafone mağdur,['vodafone']
hayatımda ben i̇zmirtirede kötü internet özellikle sağlayıcısı ediyorum para çubuk tirede hattı hürriyet telefon vs ikamet tek yakın kadar altyapı hiçbir alıyorlar çekmiyor mahallesinde bir vodafone yerinde görmedim firma tirenin,['vodafone']
teslim üzerinden etmek güne fakat dedikleri kurye işlemi hattı tarihi randevu edevlet tarihinde gelen dijital bugün şahıs atıy olmadı kuryeye taşıma başlattım numara vodafone doldurdum gün formları bir oluşturduk halen oldu ertesi geleceklerdi,['vodafone']
gerçekleştirdim yok operatör istediler yatırımı reddedildi ödeme çözememesi olayı para hala garip yatırım hayhay böyle çözüm seçenekleri tarafından tl büyük sitenin attım dosyası saat bir pdf dekont,[]
hayatımda operatör gördüğüm görüntülü whatsapp üzerinden yeni kötü ay dediler değişmedi geçtim görüşme bile müşteri yapamıyorum geç yapın asla kere internetim mesajlarım bunu hizmetlerini telefonum hiçbir ilgileri olmadı kaç çekiyor iletiliyor aradım şunu,[]
ben yok işi fakat bizim operatörlere özellikle ilgilenmiyorlar bütün altyapı yaşıyorum sokakta konuştum arnavutköy i̇stanbul çardaktepede,[]
turkcellden kullanmaya yeni kapalı aldım başlayalı ipta görüşme şebeke fakat bile taahhüdümün yapamıyorum evimde aylık durumda satın hafta asla aşamasındayken aktif gayet çekerken taahhüt edip sürekli maalesef olmadı güzel hat sebebiyle diğer bir yaptım sorunu turkcell operatörler henüz deneme,"['turkcellden', 'turkcell']"
yok olduğumu ettiler firmadan ulaşamıyordum operatör elimde hepsiburada benim yanında hizmeti aldım ayrıca bulunmaktaydı tv elemanlar bilgi satın firmasına bana sitesindeki iddia yapacak halde vermediler şe evde bir kurulum numarası ünitesi sadece olduğum,['hepsiburada']
anlamadım zaten bağlanmak imkansız ay açıklamasını neredeyse baş anlaşıp var para ek müşteri sebebi söz nedir üzerine bana verildiği çıkıyor taahhüt tlye yapacak halde fazladan hizmetlerine iş arayıp ücret ulaşamıyorsunuz bir bunun verilen,[]
ben yüksek değişikliği ücreti operatör tarife acil merhaba istemiyorum ödemek aksi kendime istiyorum ödüyorum sağlayacağım yaklaşık bedel operatörlere yakın dönüş tlye tarifem kadar göre geri diğer bir gb takdirde uygun,[]
anlamadığım aboneye aralık girmeme üzerinden doldurma tar internet şekilde hizmeti sms sitesi birileri yöntemi reklam onay olduğunu aktif mobil vizyon otomatik sırasında işlem getirilmiş herhangi kullanılarak saat bir kodu hale rağmen numaralı,['internet']
tarife kullanımlarının ay sonra den geçiş olan karta telsiz etmiştir son toplamında benden yılının hattımı rahat toplamı hazır firması tarihinde yansıtarak bütün tahsil tl faturama x yaptım turkcell geçerken numaralı,['turkcell']
tarih yok interneti i̇nternet müşterisiyim internet kullananların kurumsal hikmetse yine adresimizde dairelerin çözüm tür diliyorlar çözülmedi bulamadılar özür haftadır hiçbir altyapı telekom kesildi binada aynı aramamda anda verip bir türk sorunu sadece,[]
söyledik operatör istedim durumu telekoma düzeltilmedi olan fakat ilgileneceğiz müşteri ancak hattı birçok seferinde gerekli benden düzeltecek birimlere üzerine bedel cayma arayarak divriğide hizmetlerini tl geçmek çekmiyor başka bildirdim bir vodafone türk onlar dendi bunun,['vodafone türk']
operatör ilk hatayı veriyor paparayı çekme melbet çekemiyorum ödeme sonra yalnızca para yöntemi yatırmak içinde işlemleri kullan by error ıd processing uygulama uygulamasından çekmek lakin aynı denied olarak yatırdığım payment kullanılan kullandım papara,"['error ıd processing', 'kullanılan']"
ettim değişikliği operatör evrakların tercih ulaşılmamasından başvuru istedim durum şubesine yüzünden kaldım değişikl içinde kere yapmak gitmek talep telekomu telekom durduruldu beni yapmama uğradım gün türk mağduriyete ancak rağmen zorunda bunun dolayı,['türk']
