comment,entities
"Ürün orjinal kutusunda geldi. Hatta orjinal kutuyu korumak amaçlı olarak ayrıca mukavva kutu ile de ambalaj yapılmış. Koli üzerinde kırılacak eşya yazılı değildi. Orjinal kutu ayrıca bantlı ya da jelatin ile kaplanmamıştı. Kutu üst kapağı açıldığı anda ürünün bıçağı üst kapağın altında kutunun ikiye açılan kanatlarının üstündeydi. Bıçak çıplaktı. Bıçak kınları yoktu. Ürünün içinden de bıçak kınları çıkmadı. Bıçaklar genelde kınları takılı olarak cam haznenin içinde bulunur, zarar vermemesi ve zarar görmemesi için. Bu eksikliğe rağmen kurup boş olarak çalıştırdım. Açıkçası dağılmış şekilde kutu içinde ürünü görünce şaşırdım. Motor kısmı yarı ambalajlıydı. Ancak çalıştığını gördüm. 2 kademeli olması tercih nedenim idi. Her kademesi boş olarak çalıştı. Ürünün çalışmasında sorun yok. Bu nedenle ürünü kabul etmeye karar verdim.","[('kutusunda geldi', 'PERSON'), ('Hatta', 'GPE'), ('kutuyu korumak', 'LOC'), ('amaçlı olarak', 'ORG'), ('yazılı değildi', 'PERSON'), ('ya da jelatin ile kaplanmamıştı', 'PERSON'), ('Kutu', 'PERSON'), ('anda ürünün bıçağı', 'PERSON'), ('kapağın altında kutunun', 'PERSON'), ('açılan kanatlarının üstündeydi', 'PERSON'), ('Ürünün içinden de bıçak kınları', 'PERSON'), ('cam haznenin', 'PERSON'), ('zarar vermemesi', 'PERSON'), ('zarar görmemesi', 'PERSON'), ('Açıkçası', 'PERSON'), ('şekilde kutu', 'PERSON'), ('Ancak', 'PERSON'), ('2', 'CARDINAL'), ('nedenim', 'PERSON'), ('Ürünün', 'NORP'), ('kabul', 'GPE')]"
"kullanımı çok kötü hiç iş görmüyor, toz çekmiyor","[('kullanımı çok kötü hiç', 'PERSON')]"
Fiyat ve arçelik garantisi,"[('arçelik garantisi', 'PERSON')]"
Çok kullanışlı.,"[('Çok kullanışlı', 'PERSON')]"
Sağlam geldi,[]
"Ürün paketleme berbat , gelen ürünün ses kalitesi berbat , sol
kulaklıktan ses az geliyor tek öve bileceğim şey en azından istediğim
renk geldi onun dışında bu fiyatı hak etmeyen bir ürün kesinlikle
almanızı TAVSİYE ETMİYORUM !!!!","[('paketleme berbat', 'PERSON'), ('gelen ürünün', 'PERSON'), ('kalitesi berbat', 'PERSON'), ('az geliyor tek öve bileceğim', 'PERSON'), ('onun', 'GPE')]"
ürünü denedim gayet kullanışlı ve güzel bir urun çok sesi yok ve motordan da kaynaklı bir kökü olmadı kesinlikle tavsiye ederim,"[('motordan da', 'PERSON')]"
"Teşekkürler, baya kaliteli :)","[('baya kaliteli', 'PERSON')]"
Şık ve güzel,[]
okuma-yazma değerleri söylendiği gibi değil,"[('okuma-yazma', 'ORG'), ('değerleri söylendiği gibi', 'PERSON'), ('değil', 'PERSON')]"
"Satıcı ile görüştüğümüzde fanların kargo kaynaklı yerinden çıktığını
söylediler fakat birçok marka ürün aldım diğerlerinde hiç çıkmadı.
Ayrıca kutuda hiçbir hasar yoktu. Daha kaliteli ürün kullanmalarını
tavsiye ederim.","[('yerinden çıktığını\nsöylediler', 'PERSON'), ('Daha kaliteli', 'PERSON'), ('kullanmalarını\ntavsiye', 'PERSON')]"
"Philips güvencesiyle tercih etmiştim...ancak  kullanılan malzeme zayif, motor çok çabuk ısınıyor, motor kısmı çıkarılınca bile çalışmaya devam ediyor, hiç tavsiye etmiyorum.","[('güvencesiyle', 'PERSON'), ('kullanılan malzeme zayif', 'PERSON'), ('çabuk', 'NORP')]"
Ürün istediğim gibi. Başlığı biraz zor oturuyor. Üründe bir sorun yok.,"[('Başlığı biraz zor', 'ORG')]"
Ürünün faturasını ulaştırmadılar,[]
"telefonu 2 nisan pazar günü sipariş ettim 4 nisanda elimdeydi kusursuz ve şık bir telefon, içinden çıkan cam kılıf telefonu ağırlaştırıyor o yüzden siyah kılıf aldım daha şık durdu ayrıca korucu jiltin takılı gelmiş olsada kırılmaz camda taktırdım ne olur ne olmaz.kamerasıda dört dörtlük bu fiyata alınabilcek en şık cihaz bu malum markalara sadece elma var diye bir araba parası vermeye gerek yok","[('2', 'CARDINAL'), ('4', 'CARDINAL'), ('nisanda', 'ORG'), ('kusursuz', 'ORG'), ('çıkan', 'NORP'), ('cam kılıf telefonu', 'PERSON'), ('korucu jiltin', 'PERSON'), ('gelmiş olsada kırılmaz', 'ORG'), ('fiyata alınabilcek', 'ORG'), ('diye', 'GPE')]"
Ürün çok çabuk karlanıyor ve doğru dürüst soğutmuyor 1 yıldır kullanıyorum fakat hiç randıman alamadım,"[('çok', 'ORG'), ('1', 'CARDINAL')]"
ben rose uydu aldim kumandasi calismadi 3 tane kumanda deyistirdim alali 2 gun oldu 3 cu kumadayi aldim bu defada sinyal gitti ortada ne kanal var nede bisey tafsiye etmiyorum yarinda cagirip uyduyu geri teslim edicem 1 yildiz bile cok,"[('ben', 'PERSON'), ('uydu aldim kumandasi', 'ORG'), ('3', 'CARDINAL'), ('2', 'CARDINAL'), ('3', 'CARDINAL'), ('aldim bu defada sinyal gitti', 'PERSON'), ('yarinda cagirip', 'PERSON'), ('1 yildiz', 'QUANTITY')]"
"kamera gerçekten kaliteli fakat youtube canlı yayın desteği yok herkes ustream kullanmak zorunda değil sony cep telefonunda youtube canlı yayını destekliyor kamerada yok şaşılacak bir durum, iade etmek durumunda kaldım, hepsiburada sorunsuz ve hızlı iade işlemini gerçekleştirdi teşekkürler","[('zorunda değil sony', 'PERSON'), ('yok', 'ORG'), ('durumunda kaldım', 'PERSON'), ('hepsiburada sorunsuz', 'ORG'), ('işlemini gerçekleştirdi', 'PERSON')]"
"Çok güçlü ve kaliteli. Fiyat performans oranı çok iyi. Çelik kabı ve tüm
parçaları çok sağlam ve kaliteli","[('performans', 'NORP'), ('Çelik', 'GPE'), ('tüm', 'NORP')]"
boşuna almayın  calismiyor,"[('boşuna', 'GPE')]"
urun iyi isitiyor fakat malzeme kalitesi dusuk cok yerinden oynatmamak lazim,"[('kalitesi dusuk', 'PERSON')]"
oldukça kaliteli bir ürün orijinale yakın bir kalitesi var ben beğenerek kullanıyorum kargosu da gecikmeden teslim ediyor çok memnunum tavsiye ederim,"[('oldukça kaliteli', 'PERSON'), ('orijinale yakın', 'PERSON'), ('kalitesi var ben beğenerek', 'PERSON'), ('kullanıyorum kargosu da', 'PERSON'), ('çok memnunum tavsiye', 'ORG')]"
Üründe taşmayı engelleyecek bir sistem yok. Eğer uyarı sesi geldikten sonra almazsanız taşabiliyor ve her yeri batırabiliyor. Taşınca da tüm köpük gidiyor zaten. Bizzat kendim yaşadım. Fakat taşmadan alırsanız köpürtmede ve pişirmede sorunu yok. Fiyat/performans ürünü olduğunu düşünmüyorum.,"[('köpük gidiyor', 'PERSON'), ('Bizzat', 'PERSON'), ('alırsanız köpürtmede ve pişirmede', 'PERSON'), ('performans', 'NORP')]"
"çok beğendim ürünü, herkese tavsiye ederim.","[('çok beğendim ürünü', 'ORG'), ('herkese', 'NORP')]"
sorunsuz elime ulaştı hızlı kargo ile garantisi içinde begendim,"[('sorunsuz elime', 'ORG'), ('ile garantisi', 'PERSON')]"
"Ürün çok kaliteli, ve su izi bırakmıyor.",[]
FİYAT FAYDA ANALİZİNDE 5 ÜZERİNDEN 2,"[('5', 'CARDINAL'), ('2', 'CARDINAL')]"
Tek kelime muhteşem 💥,"[('💥', 'NORP')]"
ince malzeme... fiyatına göre çelik sanıyordum ancak ....,"[('çelik', 'ORG')]"
Ayakları eşit değildi. Ve ayarlanmıyor,[]
"üründe aşırı şıklık beklemeyin, montaj yaparken parçalarda bir iki eksik çıktı, bir ayağında delikler açılmadığı için demirci de deldirmek zorunda kaldım, vidalama yerleri sıkıntılı, demir çapakları var, bir daha alırmısın diye sorsalar, almam derim, gerisi sizde...","[('montaj yaparken', 'ORG'), ('parçalarda bir iki eksik', 'PERSON'), ('de deldirmek zorunda kaldım', 'PERSON'), ('almam derim', 'PERSON')]"
kahve makinasında bi sıkıntı yok ama çok çabuk kaynatıyor sıcaklık ayar düğmesi olsaymış daha iyimis,"[('çok', 'ORG'), ('çabuk', 'NORP')]"
Olumsuz yönleri: ürün siparişi verdim 10 gün oldu daha henüz malzeme elime geçmedi onun için malzemeninki veya kötü diye yorum yapamayacağım firma da sadece mesaj gönderdi konu ile bilgi bile vermedi,"[('Olumsuz', 'ORG'), ('yönleri', 'PRODUCT'), ('10', 'CARDINAL'), ('gün', 'ORG'), ('henüz malzeme elime geçmedi', 'PERSON'), ('onun', 'GPE'), ('malzemeninki', 'GPE'), ('mesaj gönderdi konu', 'PERSON'), ('ile bilgi', 'PERSON')]"
Gayet kaliteli güzel bir ürün . Kullanmanızı tavsiye ederim 💁🌸,"[('Gayet kaliteli güzel bir ürün', 'PERSON'), ('🌸', 'ORG')]"
Avantajlar : fiyatı süper<br />mükemmel bir telefonn,[]
"kapağı açılmış, birazı içine akmis",[]
Normal çok iyi birşey değil,[]
Metal olmasi iyi. Kullanip gorucez.,[]
"urunu begenmedim cok basit duruyor bozulmasin diye dua ediyyorum
verdigim paraya yazik oldu garantisi konusundada supheliyim zaten
arizali geldi urun acma tusu calismiyor sadece tek tus aktif oda 2
motoru birden aciyor bu sekilde kullanacagim geri gondermeye caktim yok
o yuzden taktirdim ama heran bir supriz yapar diye korkarak kullaniyorum","[('urunu', 'PERSON'), ('diye dua', 'PERSON'), ('paraya yazik', 'PERSON'), ('konusundada supheliyim zaten\narizali geldi urun', 'PERSON'), ('tusu calismiyor', 'PERSON'), ('sadece', 'GPE'), ('tus', 'ORG'), ('2', 'CARDINAL'), ('sekilde kullanacagim geri', 'PERSON'), ('yok\no', 'PERSON'), ('korkarak', 'PERSON')]"
radyo ihtiyacım için aldım hayal kırıklığı yaşadım. çekiyor ama mp3lerde güzel,"[('radyo ihtiyacım', 'PERSON'), ('mp3lerde', 'ORG')]"
ürün gayet güzeldi,[]
"Merhaba arkadaşlar;
Ben ürünü 2-3 gün önce aldım tam beklediğim gibiydi hatta beklentimden biraz daha iyiydi.Çok para vermek istemiyorum ama çok paraya almışım gibi görünsün istiyorum diyorsanız tam size göre kaliteli ve şık bir görünüşü var sesi ve özellikleri gayet iyi tek sorun teknik servis eğer arızalanırsa servis sorunu yaşayabilirsiniz ön panel tuşlar dokunmatik şık bir lcd ekranı var ben hatta gece lambası olarak bile kullanıyorum,zaman ayarı var mesela sabah istediğiniz saatte istediğiniz müzikle uyanabiliyorsunuz. 2 yıl garanti ve 10 yıl kullanım ömrü var, verdiğiniz paraya değer de artar bile tavsiye ederim.
    Bu arada HB ye teşekkür ederim bu aldığım 5 veya 6 ıncı ürün şu ana kadar hiçbir sorun yaşamadım umarım böyle devam eder...","[('Merhaba', 'ORG'), ('Ben', 'PERSON'), ('2-3', 'CARDINAL'), ('beklentimden biraz daha iyiydi', 'ORG'), ('Çok para vermek', 'PERSON'), ('kaliteli', 'PERSON'), ('görünüşü var', 'LOC'), ('özellikleri', 'NORP'), ('ben hatta', 'PERSON'), ('gece lambası olarak', 'ORG'), ('zaman ayarı var mesela', 'PERSON'), ('2', 'CARDINAL'), ('10', 'CARDINAL'), ('HB', 'ORG'), ('5', 'CARDINAL'), ('6', 'CARDINAL'), ('ana kadar hiçbir sorun', 'PERSON'), ('umarım böyle', 'PERSON')]"
hayır beğenmedim,"[('hayır beğenmedim', 'PERSON')]"
Üründen fazla bir beklentiniz olmasın ama elde hiç birşey olmamasından iyidir. Bana gelen cihazın kumandası bozuktu ayrıca sesini çok açmamak lazım,"[('Üründen', 'PERSON'), ('olmamasından', 'PERSON'), ('Bana', 'GPE')]"
Öncelikle telefonu bir telefon mağazasından aldım.Telefon kesinlikle kullanımınıza göre cevap veriyor yani ben batarya konusunda sıkıntı yaşıyorum benden de kaynaklı ama yani beni tatmin etmiyor.Telefonu günde 7 saat kullanıyorum 4 saati yoğun 2 saat oyun oynuyorum 2 saat video izliyorum son aylarda kesinlikle şarjım yetmiyor akşam 5'te şarjım %30'a iniyor ve yetmiyor.İlk 5 ay daha yoğun kullanmama rağmen bir gün çok rahat yetiyordu.Batarya kendini salmış durumda performansda bir düşüş yok.İnşallah yararlı olmuştur.,"[('Telefon kesinlikle', 'PERSON'), ('yani ben', 'PERSON'), ('konusunda', 'ORG'), ('Telefonu', 'GPE'), ('7', 'CARDINAL'), ('4', 'CARDINAL'), ('2', 'CARDINAL'), ('2', 'CARDINAL'), ('şarjım yetmiyor', 'PERSON'), (""5'te şarjım %"", 'PERCENT'), ('yetmiyor', 'PERSON'), ('5', 'CARDINAL')]"
"Hiç beğenmedim, ızgaralar çıkmıyo, temizliği zor, ısısı kötü boşuna almayın yazık verdiğim paraya","[('temizliği zor', 'PERSON'), ('verdiğim paraya', 'PERSON')]"
Çabuk paketleme ve gönderim. Teşekkürler.,[]
Bana gelen ürün mü sıkıntılı yoksa hepsi mi böyle bilmiyorum ama çok ciddi ısınma sorunu var. Vakti geçmemiş olsa kesinlikle iade ederdim. Tavsiye etmiyorum.,"[('Bana', 'GPE'), ('yoksa hepsi', 'PERSON'), ('Vakti', 'GPE')]"
Kulağa takılan yer kulakta durmuyor,"[('Kulağa', 'ORG')]"
ürün iyi fakat kahvaltılık bölmesi çekmecesi çok basit iki kullanımda yamuldu. Biraz daha sağlam yapılabilir.,"[('çekmecesi çok basit', 'PERSON'), ('iki kullanımda', 'PERSON'), ('Biraz', 'ORG')]"
ürün güzel ama ürün bilgileri yalan,"[('bilgileri yalan', 'PERSON')]"
"ürün iadesinde zorluk çıkarıyorlar, üslüpları bozuk .","[('iadesinde zorluk çıkarıyorlar', 'ORG')]"
Güzel kullanışlı sesi normal.Cam hazneli olması hijten açısından olumlu.,"[('Cam hazneli', 'PERSON')]"
Arkadaşlar indesit çamaşır makinesi aldım garanti bitmedi servis değişim verdi bugün 21 gün oldu ses seda yok..,"[('Arkadaşlar', 'PERSON'), ('makinesi aldım', 'PERSON'), ('21', 'CARDINAL')]"
en güzel ama çok küçü,"[('çok', 'ORG')]"
"Tavsiye üzerine almıştım denedim ve çok beğendim teşekkür ederim
mükemmel ürün..","[('çok beğendim teşekkür', 'ORG'), ('mükemmel', 'GPE')]"
aslında Samsung'a alışınca LG bin renkleri biraz soluk kalıyor yani ekranda perde veya sisliymis gibi geliyor ancak anlamadığım 4k bir ürün un nasıl soluk bir görüntü verir daha canlı olması lazım benim görüşüm,"[(""aslında Samsung'a alışınca"", 'PERSON'), ('LG bin renkleri', 'PERSON'), ('biraz', 'ORG'), ('kalıyor yani ekranda perde', 'ORG'), ('sisliymis gibi', 'PERSON'), ('anlamadığım 4k', 'PERSON'), ('un', 'ORG'), ('benim', 'PERSON')]"
"Ürün bir kere resimde gösterildiği gibi değil,Açma- kapama düğmesinin
yanında kocaman bir vida var.Ayıca sapı birleşme yerlerinden ayrık, tam
oturmuyor.Ürünün sağı solu çiziklerle dolu daha önce kullanılmış gibi.","[('resimde gösterildiği', 'PERSON'), ('değil', 'PERSON'), ('yanında kocaman', 'PERSON'), ('Ürünün', 'NORP'), ('solu çiziklerle', 'PERSON')]"
fiyatına göre gayet güzel alınabilecek bi telefon.Başka markalar la kıyasladığında özellik bakımından aynı.Kullanmaya başladık bakalım ne olacak,"[('Başka', 'GPE'), ('la kıyasladığında', 'PERSON'), ('bakımından aynı', 'PERSON'), ('Kullanmaya başladık', 'PERSON')]"
ürün yapı itibarıyla güzel temizliği kolay fakat çok yavaş dönüyor portakalı elde sıkarken kolum ağrıyor diye aldım ama bundada çok yoruyor ve ağrıtıyor bana göre... eh işte..,"[('yapı', 'PERSON'), ('çok yavaş dönüyor', 'ORG'), ('sıkarken kolum', 'PERSON'), ('diye aldım', 'PERSON'), ('çok yoruyor', 'ORG')]"
ürünü ilk defa bugun kullandım oldukça memnun kaldım ancak horoz nakliyat gibi felaket bir firma ile çalıştıkları için asla bu kadar uğraştığınıza değmiyor. sistemde teslim edildi gösterim ortalama 3-4 gün sonra teslim eden firma. kimsenin de haberi yok,"[('bugun kullandım', 'PERSON'), ('memnun', 'ORG'), ('uğraştığınıza değmiyor', 'PERSON'), ('3', 'CARDINAL'), ('kimsenin de haberi', 'PERSON')]"
ürünü kullanmadım daha ama firma çok başarılıydı.,"[('kullanmadım daha ama', 'ORG')]"
"Ürünün dograyicisi hiç kullanılmadı.bir soğan bile dogramiyor.servise
gönderdim tamir olmadan geri geldi .verdiğim para haram olsun.baska
bişey demiyorum.","[('Ürünün', 'NORP'), ('tamir olmadan geri geldi .verdiğim', 'PERSON'), ('olsun.baska', 'GPE')]"
"Basketbol antrenmanlarımda sürekli olarak kulağımda gevşedi, tam anlamıyla rahat edemedim bu yüzden iade ettim. Her ne kadar böyle bir modelden yüksek bir kalitesi beklemiyor olsam da yine de ses kalitesi içime sinmedi. Bunun yerine JBL E55BT aldım ve gayet memnunum.","[('Basketbol', 'PERSON'), ('kulağımda gevşedi', 'PERSON'), ('kadar böyle', 'PERSON'), ('modelden yüksek', 'FAC'), ('olsam da yine de', 'PERSON'), ('sinmedi', 'PERSON'), ('Bunun', 'NORP'), ('yerine', 'CARDINAL'), ('JBL', 'ORG')]"
Inox yerine üstü beyaz geldi :-(.Orta kalite saç.Filtreler ve cekim gucu nasil olacağını gõreceğiz inşallah.,"[('-(.Orta', 'GPE'), ('gõreceğiz inşallah', 'ORG')]"
tereddüt ederek aldim lâkin geç geldi normal olduğunu düşünüyorum mükemmel bence tereddüt etmeden alın hiç gerek yok pahalı ürünlere,"[('aldim lâkin', 'PERSON')]"
Oldukça şık ve gösterişli bir ürün. Fiyatı da düşünülünce alınabilir. Ancak sesi biraz boğuk yani ses kalitesi çok iyi değil.,"[('Fiyatı da', 'PERSON'), ('biraz boğuk', 'PERSON'), ('kalitesi çok', 'PERSON'), ('iyi değil', 'PERSON')]"
"Yazılımı güzel değil yani bu mouse sırf  tuş kombinasyonundan (combo) dolayı alacaksanız sıkıntı yaşayabilirsiniz. Onun yerine ofiste kullanım için güzel, şık bir mouse. Bence fena değil ama mükemmel olduğunu kesinlikle iddia edemem.","[('Yazılımı', 'GPE'), ('değil yani bu mouse', 'PERSON'), ('Onun', 'ORG'), ('yerine', 'CARDINAL'), ('şık bir mouse', 'GPE'), ('mükemmel olduğunu', 'PERSON'), ('kesinlikle iddia edemem', 'ORG')]"
Kugerr makine ve Marmaris servis Batu Ticaret inanilmaz kotu.,"[('Kugerr', 'ORG'), ('Marmaris', 'PERSON'), ('Batu Ticaret', 'PERSON')]"
Ürün tek kelimeyle harika hemen ısınıyor plaklar çıktığı için kolay temizleniyor teşekkürler .),[]
"Ürün sipariş verişimden 2.gün sonunda adresime sorunsuz ulaştı, Satıcı firmaya çok teşekkürler, yıkaması da gayet iyi pahalı markalardan hiçbir eksiği yok hani...","[('sonunda', 'GPE'), ('Satıcı', 'PRODUCT'), ('markalardan hiçbir eksiği yok', 'PERSON'), ('hani...', 'PERSON')]"
henüz kullanmadım ama test icin fişe taktım çabuk ısında buhar verisinde sıkıntı gormedim guzele benziyor kullanınca daha iyi anlayacağım en guzel yanı karantina gününde evime kadar getirildi teslimat elamanınız temas  mesafesinede çok güzel dikkat edip uzaktan uzatarak teslim etti teşekkür ederim,"[('henüz kullanmadım', 'PERSON'), ('anlayacağım', 'ORG'), ('karantina', 'PERSON'), ('teslimat', 'ORG'), ('çok güzel', 'NORP'), ('uzaktan uzatarak', 'PERSON')]"
"Sadece bir sorunu var. Su atma düğmesiyle buhar ayar düğmelerinin yeri değişmeli! Ergonomik değil!
Bundan başka hiç bir olumsuz tarafı yok.","[('Sadece', 'GPE'), ('Ergonomik değil', 'PERSON'), ('Bundan', 'PERSON')]"
Yeni başlayanlar için ideal bir lens tak dolaş lens süper. 18-200 aralıkta olması çok güzel . Hem geniş heme zoom olarak kullanılabilecek iyi bir lens. Tavsiye ederim. ben kullandım.,"[('Yeni', 'NORP'), ('dolaş lens', 'PERSON'), ('18-200', 'CARDINAL'), ('Hem', 'PERSON'), ('ben kullandım', 'PERSON')]"
Bu ürünün aynısı gelmedi,[]
urunu begenmedim tavsiye etmiyorum.lambasi yok,"[('urunu', 'PERSON')]"
Çok iyi çok memnun kaldım.Cekiş gücü ve kullanım harika.,"[('Çok', 'PERSON'), ('çok', 'ORG'), ('Cekiş', 'ORG')]"
Olumlu yönleri: Urun iyi. Memnun kaldım. Hafif olduğu için 3 yaşındaki çocuğum bile kullanabiliyor. Tabi ki gözetimin altinda... kolumu yormuyor,"[('Memnun', 'ORG'), ('3', 'CARDINAL'), ('yaşındaki', 'ORG'), ('kolumu yormuyor', 'PERSON')]"
begenmistim ama dayaniksiz hemen dagildi,"[('begenmistim ama dayaniksiz', 'PERSON')]"
"60 Hz monitöru asıl fiyatına indirim adı altında satio , indirim avcıları da yine avladigini zannediyo ����","[('60', 'CARDINAL'), ('da yine avladigini zannediyo', 'PERSON')]"
Merhabalar 2004 senesinden bu yana kullandıgım linksys wireless bir modemim vardı. Artık emekli oldu yerine tekrar linksys marka ve uygun fiyatla burdan tercih ediyorum. Süper hızlı gönderi olmasıda cabası.,"[('2004 senesinden', 'TIME'), ('kullandıgım linksys', 'PERSON'), ('yerine', 'CARDINAL')]"
"Ürün geldiğinde açılmış bir ambajada geldi ve büyük bir ihtimalle fabrika sıfırlanması yapılmış veya iade edilen bir ürün.  Dokunmatik kontrolü de çok kötü, çalışmıyor denilebilir.","[('Ürün', 'PERSON'), ('ambajada geldi', 'ORG'), ('Dokunmatik', 'ORG'), ('kontrolü de çok', 'PERSON'), ('çalışmıyor', 'ORG')]"
Hiç beğenmedim 3 saat bir böreği pişiriyor hiç memnun değilim tavsiye etmiyorum,"[('3', 'CARDINAL')]"
"ssd gibi hassas bir şeyi paketleme konusunda sadece üstünkörü bir kat
havalı poşete hemde bantlamadan sarmak yeterli olmaz birde ek olarak
aras kargo gibi bir kargo firması tercih etmişseniz. ürün poşetini
açtığımda bayağı bi ezilme katlanma belirtileri vardı.","[('gibi hassas bir', 'ORG'), ('bantlamadan', 'GPE'), ('gibi', 'GPE'), ('ürün poşetini', 'PERSON'), ('açtığımda bayağı', 'PERSON'), ('ezilme katlanma belirtileri vardı', 'ORG')]"
uzun uzun anltılacak bir şeyi yok aslında sıradan bir mp3 çalar :) fakat tek artısı küçük ve istediğiniz gibi yanınızda taşıyabiliyorsunuz. sesinden çok aşırı bir kalite beklemeyin sonuçta 20 liradan bile az bir fiyata alıyorsunuz.,"[('sıradan bir mp3', 'PERSON'), ('çok aşırı bir', 'PERSON'), ('20', 'CARDINAL'), ('fiyata', 'ORG')]"
"Beklediğimden iyi çıktı. Hiçbir DARK ürününü almamaya söz vermiştşm kendime,  fakat aciliyetten bunu aldım. Umduğumdan iyi çıktı.","[('Beklediğimden', 'PERSON'), ('Hiçbir DARK', 'PERSON'), ('almamaya söz', 'PERSON'), ('bunu', 'PERSON'), ('Umduğumdan', 'PERSON')]"
"Olumlu yönleri: Herşeyi kolayca sökülüp takılabiliyor.Kolay temizlik için gayet güzel.  Pişirmesi güzel.

Olumsuz yönleri: Olumsuz birşey yok.","[('Herşeyi', 'GPE'), ('Kolay', 'NORP'), ('Pişirmesi', 'PERSON'), ('Olumsuz', 'ORG')]"
Okuduğum özellikleri karşılayan güzel bir telefon. Sadece büyük telefon kullanmaya alışık olmadığım için boyutuna alışmaya çalışıyorum. Onun dışında Xiaomi Note Pro ile karşılaştırmadığıma üzüldüm. Xiaomi daha iyiymiş ve daha ucuz :( Sağlık olsun.,"[('özellikleri', 'NORP'), ('karşılayan güzel', 'PERSON'), ('Sadece', 'GPE'), ('kullanmaya alışık', 'PERSON'), ('Xiaomi Note Pro', 'PERSON'), ('ile karşılaştırmadığıma üzüldüm', 'PERSON'), ('Xiaomi', 'NORP')]"
Ürün güzel x markalara göre daha uygun tavsiye olunur.,"[('x markalara göre', 'PERSON')]"
Uzun süredir istediğim pratiklik te bir ürün gayet kullanışlı ve çekiş gücü de oldukça güçlü tavsiye ederim,"[('gayet kullanışlı', 'PERSON')]"
"Çok  kötü bir süpürge aldığına nalet edersin 
okadar yazık verilen paraya satıcıların övgülerine bakmayın sap çelik değil çeliğin elinizde kırıldığı nerde görülmüş ışıklı diye yüksek fiyat o başlıgıda sadece sert zeminde kullanıyorsun gerçekten yazık neymiş markaya bakmamak lazımmış çünkü eski kalite yok sakın almayın ilk 2ay çekişi iyi sonra gırgır gibi","[('Çok  kötü', 'PERSON'), ('övgülerine bakmayın', 'PERSON'), ('diye', 'GPE'), ('yüksek fiyat', 'PERSON'), ('çünkü eski', 'PERSON'), ('yok sakın almayın', 'PERSON'), ('2ay', 'ORDINAL')]"
Teşekkürler trendyol ve aras kargo ya da teşekürler süper bir ürünü,"[('ya da teşekürler', 'PERSON')]"
"Boş yere diğer pahalı ürünlere paranızı harcamayın kalitesi ve performansı süper , çeyiz için aldım geldiğinde denedim buhar gücü efsane 👍🏻",[]
"Ürün çok güzel. Daha büyük rondom da vardı ancak büyük ölçekli rondolar
soğan ve sarımsak gibi sadece yemek için lazım olan malzemeyi hazneleri
çok geniş olduğu için istenilen düzeyde parçalamıyor. Etrafına
yapışıyor. Bu ürün çok ideal ölçüde. El altında hemen kullanıma hazır ve
pratik olması, buz kırabilmesi, 4 bıçaklı olması ve bunun istenirse 2 ye
düşürülebilmesi, cam haznesi, gücü ve iki ayrı hız ayarı olması gibi
saymakla bitiremeyeceğim özellikleri ve canlı rengiyle öne çıkıyor.
Ayrıca mağaza Ürün paketini son derece özenli, ürünün zarar görmeyeceği
şekilde paketlenmiş. Hızlı gönderi. Müşteri memnuniyetiyle ilgilenen,
kaliteli, güzel bir mağaza. İhtiyacınız varsa hiç düşünmeyin fiyatı da
benzerlerinden çok daha uygun. Emeği geçen herkese teşekkür ederim 😊","[('yemek', 'GPE'), ('olan malzemeyi', 'PERSON'), ('hazneleri', 'GPE'), ('çok geniş olduğu için', 'ORG'), ('El altında', 'ORG'), ('buz kırabilmesi', 'PERSON'), ('4', 'CARDINAL'), ('2', 'CARDINAL'), ('cam haznesi', 'PERSON'), ('gibi', 'GPE'), ('özellikleri', 'NORP'), ('derece özenli', 'PERSON'), ('ürünün zarar', 'PERSON'), ('Müşteri', 'NORP'), ('mağaza', 'GPE'), ('herkese', 'NORP')]"
Ben de herkes gibi yorumları okuyarak ürün almaya karar veriyorum. Maalesef koyu renkli giysileri ütüledikten sonra beyaz ütülediğinizde beyazlarda leke bıraktı. Aldığıma pişman oldum.,"[('Ben de herkes', 'PERSON'), ('gibi', 'GPE'), ('almaya karar veriyorum', 'PERSON'), ('Maalesef koyu renkli', 'PERSON'), ('leke bıraktı', 'PERSON'), ('Aldığıma', 'PERSON')]"
Fiyatına göre çok güzel uzun yıllar kullanın o kadar paralar dökmenize gerek kalmayacak çok güzel 👍🏻,"[('çok güzel', 'PERSON'), ('çok güzel', 'NORP')]"
Tavsiye üzerine aldım. En uygun fiyat buradaydı :),[]
Ürün çekişi güçlü  Toz torbası bağlama yerinden parçası ayrıldı,"[('bağlama yerinden parçası', 'FAC')]"
güzel makine. alınabilir. tavsiye ederim bütün kahve severlere,"[('bütün', 'ORG')]"
"Kulaklığı alalı bir ay olmadı, Sağ kulaklıkta ses yitimi, kaybı oluştu. amazzonu aradım. Anında düştü. Aynı ürünü sipariş ederek yenisiyle değiştirdiler. Teşekkürler AMAZON.","[('Sağ kulaklıkta', 'ORG'), ('yitimi', 'GPE'), ('kaybı', 'ORG'), ('amazzonu', 'PERSON'), ('Anında', 'PERSON'), ('AMAZON', 'ORG')]"
Kulağın sol tarafı sağ tarfına göre daha gazla ses veryor. Fazla kalite beklemeyin.,"[('Kulağın', 'PERSON'), ('sağ', 'ORDINAL'), ('Fazla', 'PERSON')]"
